Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,853,4148,1,No,12,3,1,4,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,3,1,Research Scientist,4,Single,287,1051,1,No,15,3,0,0,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,1441,10739,8,No,11,3,1,22,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,3,Healthcare Representative,3,Divorced,583,10388,1,Yes,11,3,1,16,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,Married,153,11416,0,Yes,12,3,3,9,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,4,Female,2,1,Research Scientist,1,Single,1097,2600,1,Yes,15,3,0,1,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,109,2422,0,No,17,3,0,4,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,1066,5472,1,No,12,3,0,8,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,217,2451,1,No,15,3,1,4,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,277,4240,2,No,13,3,0,19,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,1355,10999,7,No,14,3,0,27,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,549,5003,6,No,14,3,0,8,3,2,2,2,1
39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,466,12742,1,No,16,3,1,21,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,1055,4227,0,No,18,3,1,4,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,802,3917,1,No,20,4,1,3,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,5,Manager,3,Married,265,18303,6,No,13,3,0,21,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,804,2380,4,No,18,3,0,8,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,715,13726,3,Yes,13,3,0,30,3,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,1141,4777,5,No,15,3,0,15,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,135,6385,3,Yes,14,3,2,17,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,247,19973,1,No,22,4,2,21,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,1035,6861,8,Yes,12,3,0,19,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,265,4969,8,No,18,3,0,7,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,5,Manager,4,Married,266,19845,1,No,15,3,1,33,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,1448,13320,3,Yes,18,3,1,23,3,12,11,11,11
50,No,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,145,6347,0,No,12,3,1,19,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,885,2743,1,No,16,3,0,18,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,945,10880,1,Yes,13,3,0,21,3,21,6,2,8
33,No,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,1038,2342,0,No,19,3,0,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,1234,17650,3,No,13,3,1,26,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,1109,4025,9,No,12,3,0,10,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,216,9725,0,No,11,3,1,16,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,Married,1089,11904,3,Yes,14,3,1,14,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,788,2177,1,No,16,3,0,6,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,3,Sales Executive,2,Married,124,7525,2,No,12,3,1,30,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,660,4834,7,No,14,3,1,9,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,342,2042,6,Yes,14,3,1,6,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,1333,2220,1,Yes,19,3,1,1,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1144,1052,1,No,22,4,0,1,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,1186,2821,3,No,16,3,1,8,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,1464,19237,2,Yes,11,3,1,29,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,124,4107,3,No,15,3,0,8,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,300,8396,1,No,14,3,1,8,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,921,2007,1,No,13,3,2,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,430,19627,9,No,17,3,2,23,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,1082,10686,6,No,11,3,1,13,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,1240,2942,2,No,19,3,1,18,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,796,8858,0,No,11,3,0,15,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,444,16756,7,No,15,3,0,31,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,415,10798,5,No,13,3,1,18,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,769,2323,1,Yes,14,3,0,2,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1334,1416,1,No,13,3,0,1,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,1003,4615,8,Yes,23,4,3,19,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,1323,2461,9,Yes,12,3,3,18,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,1366,8722,1,No,12,3,0,10,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,192,3955,1,No,16,3,2,6,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,1176,9957,0,No,15,3,1,7,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,509,3376,1,No,13,3,0,10,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,330,8823,0,No,18,3,1,20,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,1492,10322,4,No,20,4,1,14,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,1277,4621,1,No,19,3,3,3,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,1091,10976,3,No,18,3,1,23,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,857,3660,3,No,13,3,0,10,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,1376,10482,9,No,14,3,1,24,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,654,7119,4,No,15,3,1,9,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,1204,9582,0,Yes,22,4,0,9,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,827,4508,1,No,22,4,0,14,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,895,2207,1,No,16,3,1,4,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,618,7756,0,No,17,3,0,7,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,309,6694,2,Yes,14,3,3,8,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,1219,3691,1,Yes,15,3,1,7,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,1330,2377,1,No,20,4,1,1,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,1017,2313,4,Yes,20,4,0,5,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,469,17665,0,No,17,3,1,23,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,1009,2596,1,No,15,3,2,1,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,959,4728,3,Yes,14,3,0,5,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,970,4302,0,No,17,3,1,4,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,697,2979,3,No,17,3,3,6,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,1262,16885,2,No,22,4,0,27,2,5,4,2,1
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,1050,5593,1,No,13,3,1,15,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,994,10445,7,No,19,3,0,18,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,770,8740,0,Yes,14,3,2,9,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,1107,2514,4,No,22,4,1,11,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,950,7655,0,No,17,3,3,10,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,406,17465,3,No,12,3,1,23,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,130,7351,7,No,16,3,0,10,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,1082,10820,8,No,11,3,1,18,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,203,12169,7,No,11,3,3,21,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,1308,19626,1,No,14,3,0,21,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,984,2070,1,Yes,11,3,0,2,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,439,6782,9,No,15,3,0,9,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,217,7779,2,No,20,4,0,18,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,793,2791,0,No,12,3,1,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,1451,3201,0,No,17,3,0,6,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,1182,4968,1,No,11,3,1,5,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,174,13120,6,No,17,3,1,22,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,1003,4033,2,No,11,3,0,5,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,490,3291,0,No,14,3,2,8,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,188,4272,4,No,19,3,0,16,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,718,5056,1,Yes,15,3,1,10,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,433,2844,1,No,13,3,1,7,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,773,2703,1,Yes,14,3,1,3,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,247,1904,1,No,12,3,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,603,8224,0,Yes,17,3,0,6,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,167,4766,3,Yes,11,3,1,6,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,874,2610,1,No,12,3,1,2,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,367,5731,7,No,13,3,2,9,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,199,2539,1,No,13,3,1,4,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,1400,5714,1,No,20,4,0,6,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,528,4323,1,No,17,3,0,6,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,408,7336,1,No,13,3,1,11,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,593,13499,9,No,17,3,0,20,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,481,13758,0,Yes,12,3,0,22,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,647,5155,7,No,13,3,0,9,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,982,2258,6,No,12,3,1,10,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,477,3597,8,No,22,4,0,6,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,1485,2515,1,Yes,11,3,0,1,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,1384,4420,1,No,22,4,1,8,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,852,6578,1,No,18,3,1,10,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,902,4422,3,Yes,13,3,1,16,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,819,10274,2,No,18,3,1,15,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,669,5343,0,No,20,4,0,14,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,636,2376,1,No,13,3,1,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,1372,5346,8,No,13,3,0,7,2,4,3,1,3
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,862,2827,1,No,12,3,3,1,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,718,19943,4,No,13,3,1,28,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,1401,3131,1,No,13,3,1,10,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,645,2552,1,No,25,4,0,1,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,1457,4477,4,Yes,19,3,1,7,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,977,6474,1,No,13,3,1,14,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,805,3033,1,No,12,3,0,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,1097,2936,1,Yes,11,3,0,6,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,1223,18606,3,No,18,3,1,26,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,942,2168,0,Yes,18,3,1,6,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,1256,2853,0,Yes,11,3,1,1,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,1402,17048,8,No,23,4,0,28,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,111,2290,2,No,13,3,0,6,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,147,3600,1,No,13,3,1,5,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,906,2107,6,No,17,3,1,5,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,1329,4115,8,No,19,3,3,8,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,1184,4327,5,No,12,3,3,5,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,1421,17856,2,No,22,4,1,32,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,1179,3196,1,No,12,3,3,6,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,1450,19081,5,No,11,3,1,25,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,1361,8966,3,Yes,15,3,3,15,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,984,2210,1,No,13,3,1,1,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,1146,4539,1,No,12,3,1,10,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,917,2741,1,No,14,3,1,7,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,853,3491,1,No,13,3,3,10,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,200,4541,1,No,25,4,0,20,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,654,2678,1,No,17,3,0,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,150,7379,2,No,11,3,1,12,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,179,6272,7,No,16,3,1,10,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,696,5220,0,Yes,18,3,1,12,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,116,2743,1,No,20,4,1,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,1316,4998,4,Yes,14,3,0,10,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,363,10252,2,Yes,21,4,1,17,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,117,2781,0,No,13,3,1,15,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,107,6852,7,No,12,3,1,7,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,1356,4950,0,No,14,3,0,5,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,1465,3579,0,Yes,21,4,1,12,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,458,13191,3,Yes,17,3,0,20,3,1,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,1212,10377,4,Yes,11,3,1,16,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,1103,2235,1,Yes,14,3,2,9,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,966,10502,7,No,17,3,1,33,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,1117,2011,1,No,13,3,1,10,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,504,1859,1,Yes,25,4,0,1,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,1010,3760,1,No,15,3,3,3,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,685,17779,3,No,14,3,0,36,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,1332,6833,1,Yes,12,3,0,6,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,1062,6812,1,No,19,3,0,10,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,326,5171,5,No,17,3,0,13,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,920,19740,3,No,14,3,1,25,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,1098,18711,2,No,13,3,1,23,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,469,3692,1,No,12,3,0,12,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,969,2559,5,No,11,3,0,7,2,1,0,0,0
